Linux 6.8.0-87-generic (jschoi) 	09/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:57 PM  1000   1902237   23.00    1.00    0.00    0.00   24.00     6    944.00      0.00 2606824  241660   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:58 PM  1000   1902237   22.00    2.00    0.00    0.00   24.00     9    965.00      0.00 2606916  241848   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:26:59 PM  1000   1902237   20.00    2.00    0.00    0.00   22.00     9    997.00      0.00 2607020  242056   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:00 PM  1000   1902237   24.00    3.00    0.00    0.00   27.00     6   1186.00      0.00 2607124  242840   0.74  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:01 PM  1000   1902237   22.00    2.00    0.00    0.00   24.00     2   1059.00      0.00 2607244  243076   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:02 PM  1000   1902237   20.00    1.00    0.00    0.00   21.00     4   1077.00      0.00 2607344  243404   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:03 PM  1000   1902237   24.00    2.00    0.00    0.00   26.00     4   1098.00      0.00 2607440  243708   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:04 PM  1000   1902237   26.00    1.00    0.00    0.00   27.00     6   1122.00      0.00 2607536  243952   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:05 PM  1000   1902237   23.00    2.00    0.00    0.00   25.00     8   1222.00      0.00 2607624  244320   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:06 PM  1000   1902237   20.00    2.00    0.00    0.00   22.00     0   1161.00      0.00 2607704  244484   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:07 PM  1000   1902237   22.00    2.00    0.00    0.00   24.00     6   1170.00      0.00 2607776  244632   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:08 PM  1000   1902237   23.00    2.00    0.00    0.00   25.00    14   1185.00      0.00 2607844  244776   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:09 PM  1000   1902237   20.00    2.00    0.00    0.00   22.00    12   1193.00      0.00 2607900  244888   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:10 PM  1000   1902237   18.00    2.00    0.00    0.00   20.00     0   1204.00      0.00 2607952  244992   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:11 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00    10   1211.00      0.00 2607996  245080   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:12 PM  1000   1902237   18.00    1.00    0.00    0.00   19.00    10   1225.00      0.00 2608044  245176   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:13 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00    14   1234.00      0.00 2608088  245264   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:14 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00    14   1245.00      0.00 2608132  245468   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:15 PM  1000   1902237   16.00    2.00    0.00    0.00   18.00     2   1253.00      0.00 2608172  245380   0.75  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:16 PM  1000   1902237   14.00    2.00    0.00    0.00   16.00     4   1462.00      0.00 2608912  246220   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:17 PM  1000   1902237   18.00    2.00    0.00    0.00   20.00     4   1264.00      0.00 2608944  246280   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:18 PM  1000   1902237   15.00    2.00    0.00    0.00   17.00    14   1272.00      0.00 2608972  246380   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:19 PM  1000   1902237   15.00    2.00    0.00    0.00   17.00     0   1281.00      0.00 2609004  246608   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:20 PM  1000   1902237   14.00    2.00    0.00    0.00   16.00    14   1340.00      0.00 2609032  246860   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:21 PM  1000   1902237   14.00    2.00    0.00    0.00   16.00     2   1293.00      0.00 2609060  246936   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:22 PM  1000   1902237   13.00    1.00    0.00    0.00   14.00    14   1303.00      0.00 2609092  247000   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:23 PM  1000   1902237   16.00    3.00    0.00    0.00   19.00     2   1314.00      0.00 2609128  247072   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:24 PM  1000   1902237   16.00    1.00    0.00    0.00   17.00     8   1406.00      0.00 2609168  247344   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:25 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00     0   1342.00      0.00 2609216  247440   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:26 PM  1000   1902237   17.00    2.00    0.00    0.00   19.00     0   1358.00      0.00 2609272  247712   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:27 PM  1000   1902237   16.00    2.00    0.00    0.00   18.00     2   1453.00      0.00 2609320  248012   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:28 PM  1000   1902237   18.00    2.00    0.00    0.00   20.00     4   1389.00      0.00 2609380  248276   0.76  fastlio_mapping

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:27:29 PM  1000   1902237   19.00    2.00    0.00    0.00   21.00     8   1407.00      0.00 2609444  248404   0.76  fastlio_mapping

